Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
1268883.3,Staphylococcus aureus 880,,1268883,131567;2;1783272;1239;91061;1385;90964;1279;1280;1268883,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus;Staphylococcus aureus 880,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,880,,,,MLST.Staphylococcus_aureus.8,,,,,,,,,,,,,,,,Good,2014-04-28T00:00:00Z,,,PRJNA183704,SAMN02732485,GCF_000647855.2,,JICL00000000,Washington University,WGS,Illumina,76.3x,Newbler MapAsmResearch v. 10/14/2011,,3,31,2908778,32.56,2,560448,61,10,,2912,100,100,,100,,blood of a 35 year-old male,,,,,Brazil,South America,Brazil: Sao Paulo,,"Human, Homo sapiens",Human,,,,Human,,,,,A reference genome for the Human Microbiome Project.,2016-01-17T15:34:58.381Z,2016-01-17T15:34:58.381Z
1280.15858,Staphylococcus aureus strain UV1166,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UV1166,,,,MLST.Staphylococcus_aureus.30,,,,,,,,,,,,,,,,Good,2018-01-17T00:00:00Z,28760895,,PRJNA291213,SAMN04346838,GCA_002887445.1,,LPWO00000000,University El Bosque,WGS,Illumina MiSeq,52.0x,CLC Genomics Workbench v. 8.2,,,155,2825353,32.780365,15,62369,59,6,,2763,99.9,99.2,2.4,100,,Blood,,2013,2013,,Venezuela,South America,Venezuela: Caracas,,"Human, Homo sapiens",Human,,,,Human,,,,sample_type:whole organism;biomaterial_provider:Cesar A. Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-25T18:47:35.463Z,2018-05-25T18:47:35.463Z
1280.15859,Staphylococcus aureus strain UP1006,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UP1006,,,,MLST.Staphylococcus_aureus.72,,,,,,,,,,,,,,,,Good,2018-01-17T00:00:00Z,28760895,,PRJNA291213,SAMN04346843,GCA_002887475.1,,LPWT00000000,University El Bosque,WGS,Illumina MiSeq,134.0x,CLC Genomics Workbench v. 8.2,,,77,2733240,32.711433,10,89651,58,5,,2599,100,99.9,1.2,100,,Blood,,2013,2013,,Peru,South America,Peru: Lima,,"Human, Homo sapiens",Human,,,,Human,,,,sample_type:whole organism;biomaterial_provider:Cesar A. Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-25T18:47:38.639Z,2018-05-25T18:47:38.639Z
1280.1586,Staphylococcus aureus strain UB576,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UB576,,,,MLST.Staphylococcus_aureus.239,,,,,,,,,,,,,,,,Good,2018-01-17T00:00:00Z,28760895,,PRJNA291213,SAMN04346842,GCA_002887495.1,,LPWS00000000,University El Bosque,WGS,Illumina MiSeq,46.0x,CLC Genomics Workbench v. 8.2,,,522,2922058,32.806877,59,15450,52,4,,2986,100,99,1.8,100,,Blood,,2012,2012,,Brazil,South America,Brazil: Sao Paulo,,"Human, Homo sapiens",Human,,,,Human,,,,sample_type:whole organism;biomaterial_provider:Cesar A. Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-25T18:47:44.737Z,2018-05-25T18:47:44.737Z
1280.15861,Staphylococcus aureus strain UCL369,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UCL369,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-01-17T00:00:00Z,28760895,,PRJNA291213,SAMN04346841,GCA_002887505.1,,LPWR00000000,University El Bosque,WGS,Illumina MiSeq,42.0x,CLC Genomics Workbench v. 8.2,,,622,2860675,32.778698,68,11800,53,4,,3000,100,98.6,6.9,100,,Blood,,2012,2012,,Chile,South America,Chile: Santiago,,"Human, Homo sapiens",Human,,,,Human,,,,sample_type:whole organism;biomaterial_provider:Cesar A. Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-25T18:47:50.381Z,2018-05-25T18:47:50.381Z
1280.1594,Staphylococcus aureus strain HU-85a,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,HU-85a,,,,MLST.Staphylococcus_aureus.188,,,,,,,,,,,,,,,,Good,2018-02-16T00:00:00Z,,,PRJNA414566,SAMN07782090,GCA_002930565.1,,PKCG00000000,IMPaM - UBA - CONICET,WGS,Illumina HiSeq,136.81x,SPAdes v. 3.10.1,,,42,2732949,32.700462,6,115212,60,10,,2587,100,99.9,,100,,bone,,2005-09-30,2005,,Argentina,South America,Argentina: Buenos Aires City,,"Human, Homo sapiens",Human,,,Osteomyelitis,Human,,,,collected_by:Hospital de Clinicas,"The study was aimed at identifying the permanent changes that occur in the Staphylococcus aureus genome when bacteria are exposed to the host defense mechanisms at the site of infection, where they adapt to the changing conditions in the shift from acute to chronic osteomyelitis. Such knowledge would allow the identification of novel approaches to prevention and treatment by identifying key virulence factors and regulators of virulence factor expression that play a decisive role in S. aureus infections.",2018-05-25T23:25:30.252Z,2018-05-25T23:25:30.252Z
1280.16347,Staphylococcus aureus strain UB466,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UB466,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-05-06T00:00:00Z,,,PRJNA291213,SAMN08977784,GCA_003095355.1,,QEKF00000000,University El Bosque,WGS,Illumina HiSeq,220.2x,SPAdes v. 3.11,,,308,3072998,32.718994,10,80777,54,4,,3360,100,99.7,2.4,100,,blood,,2012,2012,,Brazil,South America,Brazil,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:18:23.494Z,2018-05-30T16:18:23.494Z
1280.16348,Staphylococcus aureus strain UB479,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UB479,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-05-06T00:00:00Z,,,PRJNA291213,SAMN08977786,GCA_003095335.1,,QEKE00000000,University El Bosque,WGS,Illumina HiSeq,265.1x,SPAdes v. 3.11,,,212,2823322,32.944313,28,33786,42,4,,2959,99.9,99.9,,100,,blood,,2012,2012,,Brazil,South America,Brazil,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:18:04.295Z,2018-05-30T16:18:04.295Z
1280.16349,Staphylococcus aureus strain UB591,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UB591,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-05-06T00:00:00Z,,,PRJNA291213,SAMN08977788,GCA_003095315.1,,QEKD00000000,University El Bosque,WGS,Illumina HiSeq,376.4x,SPAdes v. 3.11,,,184,2798157,32.83933,19,48015,54,3,,2922,100,99.5,,100,,blood,,2012,2012,,Brazil,South America,Brazil,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:17:59.392Z,2018-05-30T16:17:59.392Z
1280.1635,Staphylococcus aureus strain UCL436,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UCL436,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-05-06T00:00:00Z,,,PRJNA291213,SAMN08977798,GCA_003095295.1,,QEKB00000000,University El Bosque,WGS,Illumina HiSeq,247.2x,SPAdes v. 3.11,,,147,2872364,32.839813,17,44355,57,3,,3016,100,99.6,,100,,blood,,2012,2012,,Chile,South America,Chile,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:18:09.040Z,2018-05-30T16:18:09.040Z
1280.16351,Staphylococcus aureus strain UE1142,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UE1142,,,,MLST.Staphylococcus_aureus.105,,,,,,,,,,,,,,,,Good,2018-05-06T00:00:00Z,,,PRJNA291213,SAMN08977805,GCA_003095275.1,,QEJZ00000000,University El Bosque,WGS,Illumina HiSeq,331.9x,SPAdes v. 3.11,,,137,2852563,32.81933,16,57211,44,4,,2964,100,99.9,,100,,blood,,2013,2013,,Ecuador,South America,Ecuador,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:18:14.057Z,2018-05-30T16:18:14.057Z
1280.16353,Staphylococcus aureus strain UB439,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UB439,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-05-06T00:00:00Z,,,PRJNA291213,SAMN08977783,GCA_003095235.1,,QEKG00000000,University El Bosque,WGS,Illumina HiSeq,286.2x,SPAdes v. 3.11,,,114,2872905,32.785664,13,78474,56,4,,2977,100,100,,100,,blood,,2012,2012,,Brazil,South America,Brazil,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:18:31.326Z,2018-05-30T16:18:31.326Z
1280.16354,Staphylococcus aureus strain UCL386,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UCL386,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-05-06T00:00:00Z,,,PRJNA291213,SAMN08977792,GCA_003095215.1,,QEKC00000000,University El Bosque,WGS,Illumina HiSeq,147.0x,SPAdes v. 3.11,,,161,2860267,32.805084,25,38510,55,7,,2984,100,99.8,,100,,blood,,2012,2012,,Chile,South America,Chile,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:19:37.502Z,2018-05-30T16:19:37.502Z
1280.16355,Staphylococcus aureus strain UCL454,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UCL454,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-05-06T00:00:00Z,,,PRJNA291213,SAMN08977802,GCA_003095195.1,,QEKA00000000,University El Bosque,WGS,Illumina HiSeq,202.5x,SPAdes v. 3.11,,,267,2864609,32.95284,32,28327,48,4,,3071,100,99.3,,100,,blood,,2012,2012,,Chile,South America,Chile,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:20:10.210Z,2018-05-30T16:20:10.210Z
1280.16358,Staphylococcus aureus strain UB354,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UB354,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-04-30T00:00:00Z,,,PRJNA291213,SAMN08977782,GCA_003076115.1,,QDIC00000000,University El Bosque,WGS,Illumina HiSeq,263.6x,SPAdes v. 3.11,,,140,2820236,32.75967,13,71864,50,3,,2942,100,99.6,0.6,100,,blood,,2012,2012,,Brazil,South America,Brazil,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:52:18.606Z,2018-05-30T16:52:18.606Z
1280.16359,Staphylococcus aureus strain UCL380,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UCL380,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-04-30T00:00:00Z,,,PRJNA291213,SAMN08977791,GCA_003076095.1,,QDHX00000000,University El Bosque,WGS,Illumina HiSeq,213.2x,SPAdes v. 3.11,,,178,3003656,32.75981,17,52150,54,3,,3205,100,99.8,,100,,blood,,2012,2012,,Chile,South America,Chile,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:52:23.348Z,2018-05-30T16:52:23.348Z
1280.1636,Staphylococcus aureus strain UCL398,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UCL398,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-04-30T00:00:00Z,,,PRJNA291213,SAMN08977793,GCA_003076075.1,,QDHW00000000,University El Bosque,WGS,Illumina HiSeq,233.1x,SPAdes v. 3.11,,,88,2862850,32.739613,9,104001,52,3,,2974,100,99.8,,100,,blood,,2012,2012,,Chile,South America,Chile,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:52:28.582Z,2018-05-30T16:52:28.582Z
1280.16361,Staphylococcus aureus strain UCL406,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UCL406,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-04-30T00:00:00Z,,,PRJNA291213,SAMN08977794,GCA_003076055.1,,QDHV00000000,University El Bosque,WGS,Illumina HiSeq,275.9x,SPAdes v. 3.11,,,130,2860842,32.752457,17,53037,56,3,,2998,100,99.3,1.2,100,,blood,,2012,2012,,Chile,South America,Chile,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:52:42.660Z,2018-05-30T16:52:42.660Z
1280.16362,Staphylococcus aureus strain UCL418,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UCL418,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-04-30T00:00:00Z,,,PRJNA291213,SAMN08977795,GCA_003076035.1,,QDHU00000000,University El Bosque,WGS,Illumina HiSeq,270.4x,SPAdes v. 3.11,,,141,2910575,32.803898,13,64552,47,3,,3078,100,99.7,,100,,blood,,2012,2012,,Chile,South America,Chile,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:53:03.958Z,2018-05-30T16:53:03.958Z
1280.16363,Staphylococcus aureus strain UCL1184,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UCL1184,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-04-30T00:00:00Z,,,PRJNA291213,SAMN08977789,GCA_003075995.1,,QDHZ00000000,University El Bosque,WGS,Illumina HiSeq,227.1x,SPAdes v. 3.11,,,146,2822264,32.77564,19,48405,50,2,,2988,100,99.5,0.6,100,,blood,,2014,2014,,Chile,South America,Chile,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:53:08.825Z,2018-05-30T16:53:08.825Z
1280.16364,Staphylococcus aureus strain UCL424,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UCL424,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-04-30T00:00:00Z,,,PRJNA291213,SAMN08977796,GCA_003075985.1,,QDHT00000000,University El Bosque,WGS,Illumina HiSeq,200.4x,SPAdes v. 3.11,,,137,2919122,32.794346,13,75439,57,3,,3095,100,99.5,,100,,blood,,2012,2012,,Chile,South America,Chile,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:53:22.482Z,2018-05-30T16:53:22.482Z
1280.16365,Staphylococcus aureus strain UCL428,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UCL428,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-04-30T00:00:00Z,,,PRJNA291213,SAMN08977797,GCA_003075975.1,,QDHS00000000,University El Bosque,WGS,Illumina HiSeq,207.3x,SPAdes v. 3.11,,,131,2897436,32.775528,14,63108,52,3,,3064,100,99.4,,100,,blood,,2012,2012,,Chile,South America,Chile,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:53:43.697Z,2018-05-30T16:53:43.697Z
1280.16366,Staphylococcus aureus strain UCL440,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UCL440,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-04-30T00:00:00Z,,,PRJNA291213,SAMN08977799,GCA_003075955.1,,QDHR00000000,University El Bosque,WGS,Illumina HiSeq,295.0x,SPAdes v. 3.11,,,161,2924804,32.801003,16,49125,46,3,,3112,100,99.4,0.6,100,,blood,,2012,2012,,Chile,South America,Chile,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:53:56.840Z,2018-05-30T16:53:56.840Z
1280.16367,Staphylococcus aureus strain UCL445,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UCL445,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-04-30T00:00:00Z,,,PRJNA291213,SAMN08977800,GCA_003075935.1,,QDHQ00000000,University El Bosque,WGS,Illumina HiSeq,233.9x,SPAdes v. 3.11,,,197,2991255,32.69164,15,53472,53,3,,3190,100,99.5,1.2,100,,blood,,2012,2012,,Chile,South America,Chile,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:54:01.433Z,2018-05-30T16:54:01.433Z
1280.16368,Staphylococcus aureus strain UCL450,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UCL450,,,,MLST.Staphylococcus_aureus.5,,,,,,,,,,,,,,,,Good,2018-04-30T00:00:00Z,,,PRJNA291213,SAMN08977801,GCA_003075915.1,,QDHP00000000,University El Bosque,WGS,Illumina HiSeq,230.7x,SPAdes v. 3.11,,,150,2927386,32.78495,16,59642,57,2,,3121,100,99.3,,100,,blood,,2012,2012,,Chile,South America,Chile,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:54:06.430Z,2018-05-30T16:54:06.430Z
1280.16369,Staphylococcus aureus strain UE1131,,1280,131567;2;1783272;1239;91061;1385;90964;1279;1280,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,Bacteria,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,WGS,UE1131,,,,MLST.Staphylococcus_aureus.105,,,,,,,,,,,,,,,,Good,2018-04-30T00:00:00Z,,,PRJNA291213,SAMN08977803,GCA_003075895.1,,QDHO00000000,University El Bosque,WGS,Illumina HiSeq,334.8x,SPAdes v. 3.11,,,89,2871407,32.768257,8,131694,57,3,,2979,100,99.9,,100,,blood,,2013,2013,,Ecuador,South America,Ecuador,,"Human, Homo sapiens",Human,,,Infectious Disease,Human,,,,collected_by:Cesar Arias,Genome sequencing and assembly project of Staphylococcus aureus strains from a clinical surveillance in Latin America Hospitals,2018-05-30T16:54:11.212Z,2018-05-30T16:54:11.212Z
